country,label,level,dependence
Sierra Leone,Tide and wave,4.0,0.0
Sierra Leone,Solar,4.0,0.0
Sierra Leone,Fossil fuels,1.0,0.0
Sierra Leone,Nuclear,1.0,0.0
Sierra Leone,Wind,0.0,0.0
Sierra Leone,"Solar, tide, wave, fuel cell",3.0,0.0
Sierra Leone,Biomass and waste,3.0,0.0
Sierra Leone,Geothermal,3.0,0.0
Sierra Leone,Non-hydro renewable,2.0,0.0
Sierra Leone,Hydroelectricity,2.0,0.5
Sierra Leone,Renewable,1.0,0.5
Sierra Leone,Total Electricity net generation,0.0,1.0
Sierra Leone,Hydroelectric pumped storage,1.0,0.0
Greece,Solar,4.0,0.07547169811320754
Greece,Tide and wave,4.0,0.0
Greece,Nuclear,1.0,0.0
Greece,Fossil fuels,1.0,0.7358490566037735
Greece,"Solar, tide, wave, fuel cell",3.0,0.07547169811320754
Greece,Wind,0.0,0.10377358490566038
Greece,Geothermal,3.0,0.0
Greece,Non-hydro renewable,2.0,0.1849056603773585
Greece,Hydroelectricity,2.0,0.07547169811320754
Greece,Renewable,1.0,0.2641509433962264
Greece,Total Electricity net generation,0.0,1.0
Greece,Biomass and waste,3.0,0.005660377358490548
Greece,Hydroelectric pumped storage,1.0,0.0
Poland,Tide and wave,4.0,0.0
Poland,Solar,4.0,0.0012399256044637321
Poland,Fossil fuels,1.0,0.8493490390576565
Poland,Nuclear,1.0,0.0
Poland,Wind,0.0,0.0929944203347799
Poland,"Solar, tide, wave, fuel cell",3.0,0.0012399256044637321
Poland,Biomass and waste,3.0,0.042157470551766885
Poland,Geothermal,3.0,0.0
Poland,Non-hydro renewable,2.0,0.13639181649101054
Poland,Hydroelectricity,2.0,0.016119032858028518
Poland,Renewable,1.0,0.14879107253564786
Poland,Total Electricity net generation,0.0,0.9981401115933043
Poland,Hydroelectric pumped storage,1.0,-0.0018598884066955922
Burkina Faso,Tide and wave,4.0,0.0
Burkina Faso,Solar,4.0,0.0
Burkina Faso,Fossil fuels,1.0,0.9090909090909091
Burkina Faso,Biomass and waste,3.0,0.0
Burkina Faso,Renewable,1.0,0.18181818181818182
Burkina Faso,Geothermal,3.0,0.0
Burkina Faso,Hydroelectricity,2.0,0.09090909090909091
Burkina Faso,Non-hydro renewable,2.0,0.0
Burkina Faso,Nuclear,1.0,0.0
Burkina Faso,Total Electricity net generation,0.0,1.0
Burkina Faso,"Solar, tide, wave, fuel cell",3.0,0.0
Burkina Faso,Wind,0.0,0.0
Burkina Faso,Hydroelectric pumped storage,1.0,0.0
Falkland Islands,Solar,4.0,0.0
Falkland Islands,Tide and wave,4.0,0.0
Falkland Islands,Nuclear,1.0,0.0
Falkland Islands,Fossil fuels,1.0,0.0
Falkland Islands,"Solar, tide, wave, fuel cell",3.0,0.0
Falkland Islands,Geothermal,3.0,0.0
Falkland Islands,Biomass and waste,3.0,0.0
Falkland Islands,Non-hydro renewable,2.0,0.0
Falkland Islands,Renewable,1.0,0.0
Falkland Islands,Hydroelectricity,2.0,0.0
Falkland Islands,Total Electricity net generation,0.0,0.0
Falkland Islands,Wind,0.0,0.0
Falkland Islands,Hydroelectric pumped storage,1.0,0.0
Montenegro,Tide and wave,4.0,0.0
Montenegro,Solar,4.0,0.0
Montenegro,Fossil fuels,1.0,0.5416666666666669
Montenegro,Nuclear,1.0,0.0
Montenegro,"Solar, tide, wave, fuel cell",3.0,0.0
Montenegro,Biomass and waste,3.0,0.0
Montenegro,Geothermal,3.0,0.0
Montenegro,Wind,0.0,0.0
Montenegro,Hydroelectricity,2.0,0.41666666666666685
Montenegro,Renewable,1.0,0.45833333333333354
Montenegro,Non-hydro renewable,2.0,0.0
Montenegro,Total Electricity net generation,0.0,1.0
Montenegro,Hydroelectric pumped storage,1.0,0.0
China,Tide and wave,4.0,0.0
China,Solar,4.0,0.01879579483912074
China,Fossil fuels,1.0,0.7005415737496018
China,Geothermal,3.0,1.592863969417012e-05
China,Biomass and waste,3.0,0.012583625358394393
China,Hydroelectricity,2.0,0.18254221089518954
China,Nuclear,1.0,0.037113730487416376
China,Renewable,1.0,0.26250398215992354
China,Non-hydro renewable,2.0,0.07996177126473399
China,Total Electricity net generation,0.0,0.9980885632366996
China,"Solar, tide, wave, fuel cell",3.0,0.01879579483912074
China,Wind,0.0,0.04858235106721886
China,Hydroelectric pumped storage,1.0,-0.001911436763300414
Russia,Tide and wave,4.0,0.0
Russia,Solar,4.0,0.000579822187862388
Russia,Fossil fuels,1.0,0.6358716660224198
Russia,Nuclear,1.0,0.1836103594897565
Russia,Wind,0.0,9.663703131039815e-05
Russia,Biomass and waste,3.0,0.00260919984538075
Russia,"Solar, tide, wave, fuel cell",3.0,0.000579822187862388
Russia,Geothermal,3.0,0.0003865481252415926
Russia,Non-hydro renewable,2.0,0.0036722071897951286
Russia,Hydroelectricity,2.0,0.17684576729802862
Russia,Renewable,1.0,0.18071124855044454
Russia,Total Electricity net generation,0.0,0.9992269037495168
Russia,Hydroelectric pumped storage,1.0,-0.0007730962504831852
Turkmenistan,Tide and wave,4.0,0.0
Turkmenistan,Solar,4.0,0.0
Turkmenistan,Fossil fuels,1.0,1.0
Turkmenistan,Nuclear,1.0,0.0
Turkmenistan,Wind,0.0,0.0
Turkmenistan,"Solar, tide, wave, fuel cell",3.0,0.0
Turkmenistan,Biomass and waste,3.0,0.0
Turkmenistan,Geothermal,3.0,0.0
Turkmenistan,Non-hydro renewable,2.0,0.0
Turkmenistan,Hydroelectricity,2.0,0.0
Turkmenistan,Renewable,1.0,0.0
Turkmenistan,Total Electricity net generation,0.0,1.0
Turkmenistan,Hydroelectric pumped storage,1.0,0.0
Palestinian Territories,Tide and wave,4.0,0.0
Palestinian Territories,Solar,4.0,0.0
Palestinian Territories,Fossil fuels,1.0,1.0
Palestinian Territories,Nuclear,1.0,0.0
Palestinian Territories,Wind,0.0,0.0
Palestinian Territories,"Solar, tide, wave, fuel cell",3.0,0.0
Palestinian Territories,Biomass and waste,3.0,0.0
Palestinian Territories,Geothermal,3.0,0.0
Palestinian Territories,Non-hydro renewable,2.0,0.0
Palestinian Territories,Hydroelectricity,2.0,0.0
Palestinian Territories,Renewable,1.0,0.0
Palestinian Territories,Total Electricity net generation,0.0,1.0
Palestinian Territories,Hydroelectric pumped storage,1.0,0.0
Turkey,Tide and wave,4.0,0.002826855123674912
Turkey,Solar,4.0,0.009893992932862188
Turkey,Fossil fuels,1.0,0.696113074204947
Turkey,Nuclear,1.0,0.0
Turkey,Wind,0.0,0.0636042402826855
Turkey,"Solar, tide, wave, fuel cell",3.0,0.012720848056537103
Turkey,Biomass and waste,3.0,0.007420494699646643
Turkey,Geothermal,3.0,0.018021201413427557
Turkey,Non-hydro renewable,2.0,0.10247349823321555
Turkey,Hydroelectricity,2.0,0.2049469964664311
Turkey,Renewable,1.0,0.303886925795053
Turkey,Total Electricity net generation,0.0,1.0
Turkey,Hydroelectric pumped storage,1.0,0.0
Taiwan,Tide and wave,4.0,0.0
Taiwan,Solar,4.0,0.006778309409888357
Taiwan,Fossil fuels,1.0,0.8612440191387559
Taiwan,Nuclear,1.0,0.08771929824561403
Taiwan,Wind,0.0,0.006778309409888357
Taiwan,"Solar, tide, wave, fuel cell",3.0,0.006778309409888357
Taiwan,Biomass and waste,3.0,0.013955342902711323
Taiwan,Geothermal,3.0,0.0
Taiwan,Renewable,1.0,0.04784688995215311
Taiwan,Non-hydro renewable,2.0,0.02751196172248804
Taiwan,Hydroelectricity,2.0,0.0215311004784689
Taiwan,Total Electricity net generation,0.0,0.996810207336523
Taiwan,Hydroelectric pumped storage,1.0,-0.003189792663476874
Cook Islands,Tide and wave,4.0,0.0
Cook Islands,Solar,4.0,0.0
Cook Islands,Fossil fuels,1.0,0.0
Cook Islands,Geothermal,3.0,0.0
Cook Islands,Biomass and waste,3.0,0.0
Cook Islands,Nuclear,1.0,0.0
Cook Islands,Renewable,1.0,0.0
Cook Islands,Hydroelectricity,2.0,0.0
Cook Islands,Non-hydro renewable,2.0,0.0
Cook Islands,Total Electricity net generation,0.0,0.0
Cook Islands,"Solar, tide, wave, fuel cell",3.0,0.0
Cook Islands,Wind,0.0,0.0
Cook Islands,Hydroelectric pumped storage,1.0,0.0
Colombia,Tide and wave,4.0,0.0
Colombia,Solar,4.0,0.0
Colombia,Fossil fuels,1.0,0.2054794520547945
Colombia,Geothermal,3.0,0.0
Colombia,Biomass and waste,3.0,0.01917808219178081
Colombia,Nuclear,1.0,0.0
Colombia,Renewable,1.0,0.7945205479452054
Colombia,Hydroelectricity,2.0,0.7808219178082192
Colombia,Non-hydro renewable,2.0,0.01917808219178081
Colombia,Total Electricity net generation,0.0,1.0
Colombia,"Solar, tide, wave, fuel cell",3.0,0.0
Colombia,Wind,0.0,0.0
Colombia,Hydroelectric pumped storage,1.0,0.0
Malaysia,Tide and wave,4.0,0.0
Malaysia,Solar,4.0,0.001923076923076917
Malaysia,Fossil fuels,1.0,0.8269230769230769
Malaysia,Nuclear,1.0,0.0
Malaysia,"Solar, tide, wave, fuel cell",3.0,0.001923076923076917
Malaysia,Biomass and waste,3.0,0.005128205128205128
Malaysia,Geothermal,3.0,0.0
Malaysia,Wind,0.0,0.0
Malaysia,Hydroelectricity,2.0,0.16666666666666666
Malaysia,Renewable,1.0,0.17307692307692307
Malaysia,Non-hydro renewable,2.0,0.007692307692307692
Malaysia,Total Electricity net generation,0.0,1.0
Malaysia,Hydroelectric pumped storage,1.0,0.0
Luxembourg,Solar,4.0,0.11111111111111112
Luxembourg,Tide and wave,4.0,0.0
Luxembourg,Nuclear,1.0,0.0
Luxembourg,Fossil fuels,1.0,0.22222222222222224
Luxembourg,Wind,0.0,0.22222222222222224
Luxembourg,"Solar, tide, wave, fuel cell",3.0,0.11111111111111112
Luxembourg,Geothermal,3.0,0.0
Luxembourg,Hydroelectricity,2.0,0.0
Luxembourg,Renewable,1.0,0.7777777777777767
Luxembourg,Non-hydro renewable,2.0,0.6666666666666656
Luxembourg,Total Electricity net generation,0.0,0.4444444444444445
Luxembourg,Biomass and waste,3.0,0.22222222222222224
Luxembourg,Hydroelectric pumped storage,1.0,-0.5555555555555556
Haiti,Solar,4.0,0.0
Haiti,Tide and wave,4.0,0.0
Haiti,Nuclear,1.0,0.0
Haiti,Fossil fuels,1.0,0.9
Haiti,Wind,0.0,0.0
Haiti,"Solar, tide, wave, fuel cell",3.0,0.0
Haiti,Geothermal,3.0,0.0
Haiti,Non-hydro renewable,2.0,0.0
Haiti,Hydroelectricity,2.0,0.0
Haiti,Renewable,1.0,0.0
Haiti,Total Electricity net generation,0.0,1.0
Haiti,Biomass and waste,3.0,0.0
Haiti,Hydroelectric pumped storage,1.0,0.0
Puerto Rico,Tide and wave,4.0,0.0
Puerto Rico,Solar,4.0,0.011764705882352941
Puerto Rico,Fossil fuels,1.0,0.9411764705882353
Puerto Rico,Nuclear,1.0,0.0
Puerto Rico,Wind,0.0,0.0058823529411764705
Puerto Rico,"Solar, tide, wave, fuel cell",3.0,0.011764705882352941
Puerto Rico,Biomass and waste,3.0,0.0
Puerto Rico,Geothermal,3.0,0.0
Puerto Rico,Non-hydro renewable,2.0,0.017647058823529356
Puerto Rico,Hydroelectricity,2.0,0.0
Puerto Rico,Renewable,1.0,0.023529411764705882
Puerto Rico,Total Electricity net generation,0.0,1.0
Puerto Rico,Hydroelectric pumped storage,1.0,0.0
Saint Helena,Tide and wave,4.0,0.0
Saint Helena,Solar,4.0,0.0
Saint Helena,Fossil fuels,1.0,0.0
Saint Helena,Nuclear,1.0,0.0
Saint Helena,Wind,0.0,0.0
Saint Helena,"Solar, tide, wave, fuel cell",3.0,0.0
Saint Helena,Biomass and waste,3.0,0.0
Saint Helena,Geothermal,3.0,0.0
Saint Helena,Non-hydro renewable,2.0,0.0
Saint Helena,Hydroelectricity,2.0,0.0
Saint Helena,Renewable,1.0,0.0
Saint Helena,Total Electricity net generation,0.0,0.0
Saint Helena,Hydroelectric pumped storage,1.0,0.0
Cameroon,Tide and wave,4.0,0.0
Cameroon,Solar,4.0,0.0
Cameroon,Fossil fuels,1.0,0.4457831325301205
Cameroon,Geothermal,3.0,0.0
Cameroon,Biomass and waste,3.0,0.0
Cameroon,Hydroelectricity,2.0,0.5542168674698793
Cameroon,Nuclear,1.0,0.0
Cameroon,Renewable,1.0,0.5542168674698793
Cameroon,Non-hydro renewable,2.0,0.0
Cameroon,Total Electricity net generation,0.0,1.0
Cameroon,"Solar, tide, wave, fuel cell",3.0,0.0
Cameroon,Wind,0.0,0.0
Cameroon,Hydroelectric pumped storage,1.0,0.0
Congo-Brazzaville,Tide and wave,4.0,0.0
Congo-Brazzaville,Solar,4.0,0.0
Congo-Brazzaville,Fossil fuels,1.0,0.6363636363636366
Congo-Brazzaville,Geothermal,3.0,0.0
Congo-Brazzaville,Biomass and waste,3.0,0.0
Congo-Brazzaville,Nuclear,1.0,0.0
Congo-Brazzaville,Renewable,1.0,0.36363636363636376
Congo-Brazzaville,Hydroelectricity,2.0,0.36363636363636376
Congo-Brazzaville,Non-hydro renewable,2.0,0.0
Congo-Brazzaville,Total Electricity net generation,0.0,1.0
Congo-Brazzaville,"Solar, tide, wave, fuel cell",3.0,0.0
Congo-Brazzaville,Wind,0.0,0.0
Congo-Brazzaville,Hydroelectric pumped storage,1.0,0.0
Serbia,Tide and wave,4.0,0.0
Serbia,Solar,4.0,0.0
Serbia,Fossil fuels,1.0,0.7580174927113703
Serbia,Nuclear,1.0,0.0
Serbia,Wind,0.0,0.0
Serbia,"Solar, tide, wave, fuel cell",3.0,0.0
Serbia,Biomass and waste,3.0,0.0
Serbia,Geothermal,3.0,0.0
Serbia,Non-hydro renewable,2.0,0.002915451895043732
Serbia,Hydroelectricity,2.0,0.2653061224489796
Serbia,Renewable,1.0,0.26822157434402333
Serbia,Total Electricity net generation,0.0,0.9912536443148688
Serbia,Hydroelectric pumped storage,1.0,-0.008746355685131168
Mauritius,Tide and wave,4.0,0.0
Mauritius,Solar,4.0,0.0
Mauritius,Fossil fuels,1.0,0.7666666666666663
Mauritius,Nuclear,1.0,0.0
Mauritius,"Solar, tide, wave, fuel cell",3.0,0.0
Mauritius,Biomass and waste,3.0,0.16666666666666666
Mauritius,Geothermal,3.0,0.0
Mauritius,Wind,0.0,0.0
Mauritius,Hydroelectricity,2.0,0.0
Mauritius,Renewable,1.0,0.23333333333333303
Mauritius,Non-hydro renewable,2.0,0.1999999999999997
Mauritius,Total Electricity net generation,0.0,1.0
Mauritius,Hydroelectric pumped storage,1.0,0.0
Hungary,Solar,4.0,0.009677419354838679
Hungary,Tide and wave,4.0,0.0
Hungary,Nuclear,1.0,0.4838709677419355
Hungary,Fossil fuels,1.0,0.3870967741935484
Hungary,Wind,0.0,0.022580645161290294
Hungary,"Solar, tide, wave, fuel cell",3.0,0.012903225806451613
Hungary,Geothermal,3.0,0.0
Hungary,Non-hydro renewable,2.0,0.11290322580645161
Hungary,Hydroelectricity,2.0,0.0064516129032258064
Hungary,Renewable,1.0,0.11935483870967742
Hungary,Total Electricity net generation,0.0,1.0
Hungary,Biomass and waste,3.0,0.07419354838709674
Hungary,Hydroelectric pumped storage,1.0,0.0
United States,Tide and wave,4.0,0.0
United States,Solar,4.0,0.018944519621109608
United States,Nuclear,1.0,0.19805634149341864
United States,Fossil fuels,1.0,0.6239389838848567
United States,Wind,0.0,0.062492311477426496
United States,"Solar, tide, wave, fuel cell",3.0,0.018944519621109608
United States,Biomass and waste,3.0,0.018698486898757534
United States,Geothermal,3.0,0.003936523557633165
United States,Renewable,1.0,0.17812769098290074
United States,Non-hydro renewable,2.0,0.10407184155492681
United States,Hydroelectricity,2.0,0.07380981670562185
United States,Total Electricity net generation,0.0,0.9984007873047115
United States,Hydroelectric pumped storage,1.0,-0.0015992126952884733
Gabon,Solar,4.0,0.0
Gabon,Tide and wave,4.0,0.0
Gabon,Nuclear,1.0,0.0
Gabon,Fossil fuels,1.0,0.5909090909090908
Gabon,"Solar, tide, wave, fuel cell",3.0,0.0
Gabon,Wind,0.0,0.0
Gabon,Geothermal,3.0,0.0
Gabon,Biomass and waste,3.0,0.0
Gabon,Non-hydro renewable,2.0,0.0
Gabon,Renewable,1.0,0.40909090909090906
Gabon,Hydroelectricity,2.0,0.40909090909090906
Gabon,Total Electricity net generation,0.0,1.0
Gabon,Hydroelectric pumped storage,1.0,0.0
South Africa,Solar,4.0,0.013888888888888885
South Africa,Tide and wave,4.0,0.0
South Africa,Nuclear,1.0,0.06313131313131314
South Africa,Biomass and waste,3.0,0.0012626262626262586
South Africa,Geothermal,3.0,0.0
South Africa,"Solar, tide, wave, fuel cell",3.0,0.013888888888888885
South Africa,Wind,0.0,0.02146464646464646
South Africa,Hydroelectricity,2.0,0.003787878787878788
South Africa,Fossil fuels,1.0,0.8964646464646465
South Africa,Renewable,1.0,0.0404040404040404
South Africa,Non-hydro renewable,2.0,0.036616161616161616
South Africa,Total Electricity net generation,0.0,0.9932659932659933
South Africa,Hydroelectric pumped storage,1.0,-0.006734006734006735
Portugal,Tide and wave,4.0,0.0
Portugal,Solar,4.0,0.018018018018018018
Portugal,Fossil fuels,1.0,0.5945945945945946
Portugal,Nuclear,1.0,0.0
Portugal,Wind,0.0,0.21621621621621623
Portugal,"Solar, tide, wave, fuel cell",3.0,0.018018018018018018
Portugal,Biomass and waste,3.0,0.06306306306306306
Portugal,Geothermal,3.0,0.0036036036036036037
Portugal,Non-hydro renewable,2.0,0.3063063063063063
Portugal,Hydroelectricity,2.0,0.10450450450450449
Portugal,Renewable,1.0,0.4144144144144144
Portugal,Total Electricity net generation,0.0,0.990990990990991
Portugal,Hydroelectric pumped storage,1.0,-0.009009009009009009
India,Solar,4.0,0.01808066759388039
India,Tide and wave,4.0,0.0
India,Nuclear,1.0,0.024339360222531293
India,Fossil fuels,1.0,0.803894297635605
India,Wind,0.0,0.03546592489568846
India,"Solar, tide, wave, fuel cell",3.0,0.01808066759388039
India,Geothermal,3.0,0.0
India,Non-hydro renewable,2.0,0.08553546592489569
India,Hydroelectricity,2.0,0.08692628650904033
India,Renewable,1.0,0.17246175243393602
India,Total Electricity net generation,0.0,1.0
India,Biomass and waste,3.0,0.03129346314325452
India,Hydroelectric pumped storage,1.0,0.0
Chad,Tide and wave,4.0,0.0
Chad,Solar,4.0,0.0
Chad,Fossil fuels,1.0,1.0
Chad,Nuclear,1.0,0.0
Chad,Wind,0.0,0.0
Chad,Biomass and waste,3.0,0.0
Chad,Geothermal,3.0,0.0
Chad,"Solar, tide, wave, fuel cell",3.0,0.0
Chad,Non-hydro renewable,2.0,0.0
Chad,Hydroelectricity,2.0,0.0
Chad,Renewable,1.0,0.0
Chad,Total Electricity net generation,0.0,1.0
Chad,Hydroelectric pumped storage,1.0,0.0
France,Solar,4.0,0.01791044776119403
France,Tide and wave,4.0,0.002238805970149254
France,Nuclear,1.0,0.7126865671641791
France,Fossil fuels,1.0,0.11007462686567164
France,"Solar, tide, wave, fuel cell",3.0,0.020522388059701493
France,Wind,0.0,0.04664179104477612
France,Geothermal,3.0,0.00018656716417910448
France,Biomass and waste,3.0,0.018656716417910446
France,Non-hydro renewable,2.0,0.08582089552238806
France,Renewable,1.0,0.17723880597014927
France,Hydroelectricity,2.0,0.0914179104477612
France,Total Electricity net generation,0.0,0.996268656716418
France,Hydroelectric pumped storage,1.0,-0.0037313432835820895
Lebanon,Solar,4.0,0.0
Lebanon,Tide and wave,4.0,0.0
Lebanon,Nuclear,1.0,0.0
Lebanon,Fossil fuels,1.0,1.0
Lebanon,Wind,0.0,0.0
Lebanon,"Solar, tide, wave, fuel cell",3.0,0.0
Lebanon,Geothermal,3.0,0.0
Lebanon,Hydroelectricity,2.0,0.015789473684210475
Lebanon,Renewable,1.0,0.021052631578947368
Lebanon,Non-hydro renewable,2.0,0.0
Lebanon,Total Electricity net generation,0.0,1.0
Lebanon,Biomass and waste,3.0,0.0
Lebanon,Hydroelectric pumped storage,1.0,0.0
Gibraltar,Solar,4.0,0.0
Gibraltar,Tide and wave,4.0,0.0
Gibraltar,Nuclear,1.0,0.0
Gibraltar,Fossil fuels,1.0,1.0
Gibraltar,"Solar, tide, wave, fuel cell",3.0,0.0
Gibraltar,Wind,0.0,0.0
Gibraltar,Geothermal,3.0,0.0
Gibraltar,Biomass and waste,3.0,0.0
Gibraltar,Non-hydro renewable,2.0,0.0
Gibraltar,Renewable,1.0,0.0
Gibraltar,Hydroelectricity,2.0,0.0
Gibraltar,Total Electricity net generation,0.0,1.0
Gibraltar,Hydroelectric pumped storage,1.0,0.0
Brunei,Tide and wave,4.0,0.0
Brunei,Solar,4.0,0.0
Brunei,Fossil fuels,1.0,1.0
Brunei,Geothermal,3.0,0.0
Brunei,Biomass and waste,3.0,0.0
Brunei,Hydroelectricity,2.0,0.0
Brunei,Nuclear,1.0,0.0
Brunei,Renewable,1.0,0.0
Brunei,Non-hydro renewable,2.0,0.0
Brunei,Total Electricity net generation,0.0,1.0
Brunei,"Solar, tide, wave, fuel cell",3.0,0.0
Brunei,Wind,0.0,0.0
Brunei,Hydroelectric pumped storage,1.0,0.0
Iceland,Solar,4.0,0.0
Iceland,Tide and wave,4.0,0.0
Iceland,Nuclear,1.0,0.0
Iceland,Fossil fuels,1.0,0.0
Iceland,"Solar, tide, wave, fuel cell",3.0,0.0
Iceland,Wind,0.0,0.0
Iceland,Geothermal,3.0,0.2578947368421053
Iceland,Non-hydro renewable,2.0,0.2631578947368421
Iceland,Hydroelectricity,2.0,0.7368421052631579
Iceland,Renewable,1.0,1.0
Iceland,Total Electricity net generation,0.0,1.0
Iceland,Biomass and waste,3.0,0.0
Iceland,Hydroelectric pumped storage,1.0,0.0
Tanzania,Tide and wave,4.0,0.0
Tanzania,Solar,4.0,0.0
Tanzania,Fossil fuels,1.0,0.6973684210526315
Tanzania,Nuclear,1.0,0.0
Tanzania,Wind,0.0,0.0
Tanzania,"Solar, tide, wave, fuel cell",3.0,0.0
Tanzania,Biomass and waste,3.0,0.0
Tanzania,Geothermal,3.0,0.0
Tanzania,Renewable,1.0,0.31578947368421045
Tanzania,Non-hydro renewable,2.0,0.0
Tanzania,Hydroelectricity,2.0,0.3026315789473683
Tanzania,Total Electricity net generation,0.0,1.0
Tanzania,Hydroelectric pumped storage,1.0,0.0
Denmark,Tide and wave,4.0,0.0
Denmark,Solar,4.0,0.025806451612903226
Denmark,Fossil fuels,1.0,0.25483870967741934
Denmark,Biomass and waste,3.0,0.22903225806451608
Denmark,Geothermal,3.0,0.0
Denmark,Nuclear,1.0,0.0
Denmark,Hydroelectricity,2.0,0.0
Denmark,Renewable,1.0,0.7419354838709677
Denmark,Non-hydro renewable,2.0,0.7419354838709677
Denmark,Total Electricity net generation,0.0,1.0
Denmark,"Solar, tide, wave, fuel cell",3.0,0.025806451612903226
Denmark,Wind,0.0,0.4838709677419355
Denmark,Hydroelectric pumped storage,1.0,0.0
Brazil,Tide and wave,4.0,0.0
Brazil,Solar,4.0,0.0013840830449826991
Brazil,Fossil fuels,1.0,0.17301038062283736
Brazil,Biomass and waste,3.0,0.08996539792387544
Brazil,Geothermal,3.0,0.0
Brazil,Hydroelectricity,2.0,0.6349480968858131
Brazil,Renewable,1.0,0.801038062283737
Brazil,Nuclear,1.0,0.025951557093425604
Brazil,Non-hydro renewable,2.0,0.1643598615916955
Brazil,Total Electricity net generation,0.0,1.0
Brazil,"Solar, tide, wave, fuel cell",3.0,0.0013840830449826991
Brazil,Wind,0.0,0.0726643598615917
Brazil,Hydroelectric pumped storage,1.0,0.0
Netherlands,Tide and wave,4.0,0.0009009009009009009
Netherlands,Solar,4.0,0.019819819819819822
Netherlands,Fossil fuels,1.0,0.8018018018018018
Netherlands,Nuclear,1.0,0.02972972972972972
Netherlands,"Solar, tide, wave, fuel cell",3.0,0.02072072072072071
Netherlands,Biomass and waste,3.0,0.056756756756756746
Netherlands,Geothermal,3.0,0.0
Netherlands,Wind,0.0,0.0990990990990991
Netherlands,Hydroelectricity,2.0,0.0
Netherlands,Renewable,1.0,0.17117117117117117
Netherlands,Non-hydro renewable,2.0,0.17117117117117117
Netherlands,Total Electricity net generation,0.0,1.0
Netherlands,Hydroelectric pumped storage,1.0,0.0
Chile,Tide and wave,4.0,0.0
Chile,Solar,4.0,0.04999999999999999
Chile,Fossil fuels,1.0,0.5526315789473685
Chile,Geothermal,3.0,0.0
Chile,Biomass and waste,3.0,0.08026315789473683
Chile,Hydroelectricity,2.0,0.27631578947368424
Chile,Nuclear,1.0,0.0
Chile,Renewable,1.0,0.4473684210526316
Chile,Non-hydro renewable,2.0,0.17105263157894737
Chile,Total Electricity net generation,0.0,1.0
Chile,"Solar, tide, wave, fuel cell",3.0,0.04999999999999999
Chile,Wind,0.0,0.046052631578947366
Chile,Hydroelectric pumped storage,1.0,0.0
Benin,Tide and wave,4.0,0.0
Benin,Solar,4.0,0.0
Benin,Fossil fuels,1.0,1.0
Benin,Biomass and waste,3.0,0.0
Benin,Renewable,1.0,0.0
Benin,Geothermal,3.0,0.0
Benin,Hydroelectricity,2.0,0.0
Benin,Non-hydro renewable,2.0,0.0
Benin,Nuclear,1.0,0.0
Benin,Total Electricity net generation,0.0,1.0
Benin,"Solar, tide, wave, fuel cell",3.0,0.0
Benin,Wind,0.0,0.0
Benin,Hydroelectric pumped storage,1.0,0.0
Armenia,Tide and wave,4.0,0.0
Armenia,Solar,4.0,0.0
Armenia,Fossil fuels,1.0,0.36486486486486486
Armenia,Biomass and waste,3.0,0.0
Armenia,Wind,0.0,0.0
Armenia,"Solar, tide, wave, fuel cell",3.0,0.0
Armenia,Renewable,1.0,0.31081081081081063
Armenia,Hydroelectricity,2.0,0.2972972972972973
Armenia,Geothermal,3.0,0.0
Armenia,Non-hydro renewable,2.0,0.0
Armenia,Nuclear,1.0,0.3243243243243242
Armenia,Total Electricity net generation,0.0,1.0
Armenia,Hydroelectric pumped storage,1.0,0.0
Angola,Tide and wave,4.0,0.0
Angola,Solar,4.0,0.0
Angola,Fossil fuels,1.0,0.26363636363636356
Angola,Wind,0.0,0.0
Angola,Biomass and waste,3.0,0.018181818181818184
Angola,"Solar, tide, wave, fuel cell",3.0,0.0
Angola,Hydroelectricity,2.0,0.6909090909090908
Angola,Renewable,1.0,0.709090909090909
Angola,Geothermal,3.0,0.0
Angola,Non-hydro renewable,2.0,0.018181818181818184
Angola,Nuclear,1.0,0.0
Angola,Total Electricity net generation,0.0,1.0
Angola,Hydroelectric pumped storage,1.0,0.0
Austria,Tide and wave,4.0,0.0
Austria,Solar,4.0,0.018838304552590265
Austria,Fossil fuels,1.0,0.23547880690737832
Austria,Biomass and waste,3.0,0.08634222919937205
Austria,Wind,0.0,0.09733124018838304
Austria,"Solar, tide, wave, fuel cell",3.0,0.018838304552590265
Austria,Renewable,1.0,0.7692307692307692
Austria,Geothermal,3.0,0.0
Austria,Hydroelectricity,2.0,0.5651491365777079
Austria,Non-hydro renewable,2.0,0.20408163265306123
Austria,Nuclear,1.0,0.0
Austria,Total Electricity net generation,0.0,0.9733124018838304
Austria,Hydroelectric pumped storage,1.0,-0.026687598116169546
Jamaica,Solar,4.0,0.0
Jamaica,Tide and wave,4.0,0.0
Jamaica,Nuclear,1.0,0.0
Jamaica,Fossil fuels,1.0,0.8095238095238093
Jamaica,"Solar, tide, wave, fuel cell",3.0,0.0
Jamaica,Wind,0.0,0.0714285714285712
Jamaica,Geothermal,3.0,0.0
Jamaica,Hydroelectricity,2.0,0.047619047619047616
Jamaica,Non-hydro renewable,2.0,0.14285714285714263
Jamaica,Renewable,1.0,0.16666666666666644
Jamaica,Total Electricity net generation,0.0,1.0
Jamaica,Biomass and waste,3.0,0.0714285714285712
Jamaica,Hydroelectric pumped storage,1.0,0.0
